Fecha	Hora1	NoVuelo	Matricula	Dia(int)	CodigoAeropuerto	Hora2	Fecha y hora
2018-01-02	20:54:38	CM0247	HP1839	02	MPTO	21:39:00	2018-01-02 21:39:00
2018-01-02	20:59:20	CM0479	HP1843	02	MPTO	21:45:00	2018-01-02 21:45:00
2018-01-02	21:05:17	CM0539	HP1563	02	MPTO	22:18:00	2018-01-02 22:18:00
2018-01-02	21:05:26	CM0431	HP1729	02	MPTO	21:50:00	2018-01-02 21:50:00
2018-01-02	21:05:41	CM0272	HP1827	02	MPTO	21:50:00	2018-01-02 21:50:00
2018-01-02	21:09:03	CM0369	HP1726	02	MPTO	21:52:00	2018-01-02 21:52:00
2018-01-02	21:11:21	CM0760	HP1711	02	MPTO	21:55:00	2018-01-02 21:55:00
2018-01-02	21:13:34	CM0151	HP1536	02	MPTO	21:51:00	2018-01-02 21:51:00
2018-01-02	21:14:55	P50674	HK-4456	02	MPTO	21:59:00	2018-01-02 21:59:00
2018-01-02	21:15:15	CM0828	HP1538	02	MPTO	21:54:00	2018-01-02 21:54:00
2018-01-02	21:15:25	CM0255	HP1829	02	MPTO	22:01:00	2018-01-02 22:01:00
2018-01-02	21:18:32	CM5555	HP1520	02	MPTO	22:04:00	2018-01-02 22:04:00
2018-01-02	21:21:26	CM0107	HP1567	02	MPTO	22:05:00	2018-01-02 22:05:00
2018-01-02	21:22:42	CM0326	HP1713	02	MPTO	22:07:00	2018-01-02 22:07:00
2018-01-02	21:23:13	CM0281	HP1560	02	MPTO	22:39:00	2018-01-02 22:39:00
2018-01-02	21:23:20	CM0250	HP1721	02	MPTO	21:55:00	2018-01-02 21:55:00
2018-01-02	21:23:27	P50563	HK-4453	02	MPTO	22:06:00	2018-01-02 22:06:00
2018-01-02	21:27:09	CM0278	HP1830	02	MPTO	22:11:00	2018-01-02 22:11:00
2018-01-02	21:28:31	CM0121	HP1825	02	MPTO	22:13:00	2018-01-02 22:13:00
2018-01-02	21:42:47	CM0341	HP1568	02	MPTO	22:22:00	2018-01-02 22:22:00
2018-01-02	21:44:23	CM0145	HP1375	02	MPTO	22:20:00	2018-01-02 22:20:00
2018-01-02	21:49:25	CM0416	HP1717	02	MPTO	22:33:00	2018-01-02 22:33:00
2018-01-02	23:06:14	CM0149	HP1716	02	MPTO	23:51:00	2018-01-02 23:51:00
2018-01-02	23:15:58	CM0359	HP1521	02	MPTO	23:59:00	2018-01-02 23:59:00
2018-01-02	23:24:57	CM0365	HP1557	02	MPTO	00:25:00	2018-01-02 00:25:00
2018-01-02	23:26:12	CM0271	HP1532	02	MPTO	00:11:00	2018-01-02 00:11:00
2018-01-02	23:33:40	CM0307	HP1561	02	MPTO	00:18:00	2018-01-02 00:18:00
2018-01-02	23:38:44	CM0225	HP1373	02	MPTO	00:22:00	2018-01-02 00:22:00
2018-01-02	23:45:04	CM0351	HP1523	02	MPTO	00:28:00	2018-01-02 00:28:00
2018-01-02	23:47:48	CM0831	HP1730	02	MPTO	00:31:00	2018-01-02 00:31:00
2018-01-02	23:51:52	CM0333	HP1526	02	MPTO	00:36:00	2018-01-02 00:36:00
2018-01-02	23:52:39	CM0323	HP1720	02	MPTO	00:37:00	2018-01-02 00:37:00
2018-01-02	23:59:20	CM0135	HP1842	02	MPTO	00:44:00	2018-01-02 00:44:00
2018-01-03	 0:00:12	CM0530	HP1836	02	MPTO	00:45:00	2018-01-03 00:45:00
2018-01-03	 0:02:23	CM0229	HP1533	02	MPTO	00:40:00	2018-01-03 00:40:00
2018-01-03	 0:04:39	CM0365	HP1557	02	MPTO	00:25:00	2018-01-03 00:25:00
2018-01-03	 0:06:30	CM0143	HP1724	02	MPTO	00:51:00	2018-01-03 00:51:00
2018-01-03	 0:06:43	CM0473	HP1833	02	MPTO	00:51:00	2018-01-03 00:51:00
2018-01-03	 0:08:22	CM0684	HP1372	02	MPTO	00:53:00	2018-01-03 00:53:00
2018-01-03	 0:09:52	CM0684	HP1372	02	MPTO	00:53:00	2018-01-03 00:53:00
2018-01-03	 0:10:25	CM0227	HP1834	02	MPTO	00:55:00	2018-01-03 00:55:00
2018-01-03	 0:12:01	CM0445	HP1714	02	MPTO	00:56:00	2018-01-03 00:56:00
2018-01-03	 0:14:30	CM0437	HP1821	02	MPTO	00:59:00	2018-01-03 00:59:00
2018-01-03	 0:15:55	CM0115	HP1718	02	MPTO	00:52:00	2018-01-03 00:52:00
2018-01-03	 0:26:09	CM0132	HP1722	02	MPTO	01:02:00	2018-01-03 01:02:00
2018-01-03	 0:26:18	CM0266	HP1374	02	MPTO	01:12:00	2018-01-03 01:12:00
2018-01-03	 0:32:56	CM0305	HP1725	02	MPTO	01:17:00	2018-01-03 01:17:00
2018-01-03	 0:34:09	CM0713	HP1826	02	MPTO	01:18:00	2018-01-03 01:18:00
2018-01-03	 0:35:34	CM0158	HP1522	02	MPTO	01:17:00	2018-01-03 01:17:00
2018-01-03	 1:02:37	CM0016	HP1559	03	MPTO	01:34:00	2018-01-03 01:34:00
2018-01-03	 1:50:55	CM0216	HP1851	02	MPTO	02:34:00	2018-01-03 02:34:00
2018-01-03	 4:45:14	CM1568	HP1568	02	MPTO	05:19:00	2018-01-03 05:19:00
2018-01-03	 9:38:20	CM0127	HP1719	03	MPTO	10:23:00	2018-01-03 10:23:00
2018-01-03	 9:49:51	CM0220	HP1847	03	MPTO	10:34:00	2018-01-03 10:34:00
2018-01-03	 9:50:47	CM0758	HP1846	02	MPTO	10:35:00	2018-01-03 10:35:00
2018-01-03	 9:51:08	CM0209	HP1848	03	MPTO	10:35:00	2018-01-03 10:35:00
2018-01-03	10:00:49	CM0206	HP1537	03	MPTO	10:38:00	2018-01-03 10:38:00
2018-01-03	10:03:36	CM0204	HP1712	03	MPTO	10:48:00	2018-01-03 10:48:00
2018-01-03	10:10:51	CM0264	HP1522	03	MPTO	10:55:00	2018-01-03 10:55:00
2018-01-03	10:13:07	CM0362	HP1835	03	MPTO	10:57:00	2018-01-03 10:57:00
2018-01-03	10:19:48	CM0140	HP1556	03	MPTO	11:04:00	2018-01-03 11:04:00
2018-01-03	10:23:48	CM0100	HP1823	03	MPTO	11:06:00	2018-01-03 11:06:00
2018-01-03	10:24:56	CM0338	HP1374	03	MPTO	11:10:00	2018-01-03 11:10:00
2018-01-03	10:25:54	CM0276	HP1828	03	MPTO	11:10:00	2018-01-03 11:10:00
2018-01-03	10:27:27	CM0495	HP1831	03	MPTO	11:02:00	2018-01-03 11:02:00
2018-01-03	10:27:31	P50668	HK-4505	03	MPTO	11:12:00	2018-01-03 11:12:00
2018-01-03	10:29:10	CM0764	HP1723	03	MPTO	11:13:00	2018-01-03 11:13:00
2018-01-03	10:29:48	CM0459	HP1569	03	MPTO	11:13:00	2018-01-03 11:13:00
2018-01-03	10:30:16	CM0807	HP1841	03	MPTO	11:15:00	2018-01-03 11:15:00
2018-01-03	10:33:25	P50624	HK-4454	03	MPTO	11:18:00	2018-01-03 11:18:00
2018-01-03	10:45:09	CM0806	HP1850	03	MPTO	11:28:00	2018-01-03 11:28:00
2018-01-03	10:50:47	CM0801	HP1838	03	MPTO	11:32:00	2018-01-03 11:32:00
2018-01-03	10:52:26	CM0453	HP1844	02	MPTO	11:37:00	2018-01-03 11:37:00
2018-01-03	10:54:00	CM0872	HP1845	03	MPTO	11:38:00	2018-01-03 11:38:00
2018-01-03	10:56:44	P50650	HK-4599	03	MPTO	11:41:00	2018-01-03 11:41:00
2018-01-03	10:57:03	CM0872	HP1845	03	MPTO	11:38:00	2018-01-03 11:38:00
2018-01-03	11:05:03	CM0820	HP1853	03	MPTO	11:46:00	2018-01-03 11:46:00
2018-01-03	11:15:41	CM0284	HP1727	03	MPTO	12:00:00	2018-01-03 12:00:00
2018-01-03	11:33:03	CM0703	HP1840	03	MPTO	12:17:00	2018-01-03 12:17:00
2018-01-03	11:49:34	CM0295	HP1825	03	MPTO	12:35:00	2018-01-03 12:35:00
2018-01-03	11:57:16	CM0642	HP1372	03	MPTO	12:39:00	2018-01-03 12:39:00
2018-01-03	11:59:41	CM0174	HP1728	03	MPTO	12:43:00	2018-01-03 12:43:00
2018-01-03	12:00:03	CM0210	HP1533	03	MPTO	12:44:00	2018-01-03 12:44:00
2018-01-03	12:03:10	CM0303	HP1832	02	MPTO	12:47:00	2018-01-03 12:47:00
2018-01-03	12:03:34	P50635	HK-4453	03	MPTO	12:48:00	2018-01-03 12:48:00
2018-01-03	12:05:15	CM0173	HP1534	03	MPTO	12:50:00	2018-01-03 12:50:00
2018-01-03	12:05:17	CM0451	HP1520	03	MPTO	12:48:00	2018-01-03 12:48:00
2018-01-03	12:08:09	CM0465	HP1821	03	MPTO	12:48:00	2018-01-03 12:48:00
2018-01-03	12:12:46	CM0618	HP1564	03	MPTO	12:57:00	2018-01-03 12:57:00
2018-01-03	12:13:23	CM0315	HP1567	03	MPTO	12:48:00	2018-01-03 12:48:00
2018-01-03	12:13:33	CM0658	HP1373	03	MPTO	12:58:00	2018-01-03 12:58:00
2018-01-03	12:15:34	CM0557	HP1724	03	MPTO	13:00:00	2018-01-03 13:00:00
2018-01-03	12:21:35	CM0492	HP1715	03	MPTO	13:06:00	2018-01-03 13:06:00
2018-01-03	12:29:03	CM0154	HP1526	03	MPTO	13:07:00	2018-01-03 13:07:00
2018-01-03	12:33:40	CM0300	HP1714	03	MPTO	12:58:00	2018-01-03 12:58:00
2018-01-03	13:32:43	CM0253	HP1729	03	MPTO	14:10:00	2018-01-03 14:10:00
2018-01-03	13:53:32	CM0125	HP1827	03	MPTO	14:38:00	2018-01-03 14:38:00
2018-01-03	13:53:55	CM0710	HP1718	03	MPTO	14:38:00	2018-01-03 14:38:00
2018-01-03	13:54:08	CM0193	HP1834	03	MPTO	14:36:00	2018-01-03 14:36:00
2018-01-03	14:07:14	CM0396	HP1839	03	MPTO	14:50:00	2018-01-03 14:50:00
2018-01-03	14:08:15	CM0491	HP1716	03	MPTO	14:53:00	2018-01-03 14:53:00
2018-01-03	14:11:46	CM0231	HP1530	03	MPTO	14:55:00	2018-01-03 14:55:00
2018-01-03	14:12:15	CM0724	HP1726	03	MPTO	14:57:00	2018-01-03 14:57:00
2018-01-03	14:15:32	CM0871	HP1521	03	MPTO	15:00:00	2018-01-03 15:00:00
2018-01-03	14:16:31	CM0436	HP1371	03	MPTO	14:57:00	2018-01-03 14:57:00
2018-01-03	14:17:38	CM0153	HP1717	03	MPTO	15:02:00	2018-01-03 15:02:00
2018-01-03	14:21:25	CM0686	HP1538	03	MPTO	15:05:00	2018-01-03 15:05:00
2018-01-03	14:22:24	CM0364	HP1837	03	MPTO	15:07:00	2018-01-03 15:07:00
2018-01-03	14:23:12	CM0389	HP1376	03	MPTO	15:07:00	2018-01-03 15:07:00
2018-01-03	14:25:55	CM0290	HP1720	03	MPTO	15:10:00	2018-01-03 15:10:00
2018-01-03	14:27:02	CM0267	HP1531	03	MPTO	15:10:00	2018-01-03 15:10:00
2018-01-03	14:27:35	CM0354	HP1721	03	MPTO	15:12:00	2018-01-03 15:12:00
2018-01-03	14:27:59	CM0321	HP1523	03	MPTO	15:13:00	2018-01-03 15:13:00
2018-01-03	14:28:00	CM0112	HP1829	03	MPTO	15:12:00	2018-01-03 15:12:00
2018-01-03	14:32:20	CM0195	HP1855	03	MPTO	15:17:00	2018-01-03 15:17:00
2018-01-03	14:37:11	CM0435	HP1536	03	MPTO	15:22:00	2018-01-03 15:22:00
2018-01-03	14:38:52	CM0620	HP1562	03	MPTO	15:23:00	2018-01-03 15:23:00
2018-01-03	14:43:42	CM0383	HP1843	03	MPTO	15:24:00	2018-01-03 15:24:00
2018-01-03	14:49:19	CM0392	HP1713	03	MPTO	15:31:00	2018-01-03 15:31:00
2018-01-03	14:58:53	CM0833	HP1822	03	MPTO	15:44:00	2018-01-03 15:44:00
2018-01-03	14:59:31	CM0833	HP1822	03	MPTO	15:44:00	2018-01-03 15:44:00
2018-01-03	15:11:19	CM0160	HP1719	02	MPTO	15:39:00	2018-01-03 15:39:00
2018-01-03	17:45:16	CM0137	HP1852	03	MPTO	18:32:00	2018-01-03 18:32:00
2018-01-03	17:51:15	CM0534	HP1714	03	MPTO	18:36:00	2018-01-03 18:36:00
2018-01-03	17:54:22	CM0440	HP1375	03	MPTO	18:40:00	2018-01-03 18:40:00
2018-01-03	17:58:53	CM0827	HP1568	03	MPTO	18:43:00	2018-01-03 18:43:00
2018-01-03	17:58:59	CM0471	HP1824	03	MPTO	18:43:00	2018-01-03 18:43:00
2018-01-03	18:02:14	CM0317	HP1835	03	MPTO	18:46:00	2018-01-03 18:46:00
2018-01-03	18:02:24	P50349	HK-4505	03	MPTO	18:47:00	2018-01-03 18:47:00
2018-01-03	18:06:22	CM0569	HP1826	03	MPTO	18:50:00	2018-01-03 18:50:00
2018-01-03	18:10:11	CM0611	HP1373	03	MPTO	18:49:00	2018-01-03 18:49:00
2018-01-03	18:14:58	CM0219	HP1848	03	MPTO	18:59:00	2018-01-03 18:59:00
2018-01-03	18:15:29	CM0312	HP1854	03	MPTO	19:00:00	2018-01-03 19:00:00
2018-01-03	18:17:33	CM0646	HP1372	03	MPTO	18:58:00	2018-01-03 18:58:00
2018-01-03	18:18:34	CM0239	HP1535	03	MPTO	19:00:00	2018-01-03 19:00:00
2018-01-03	18:25:22	CM0129	HP1823	03	MPTO	19:10:00	2018-01-03 19:10:00
2018-01-03	18:26:35	CM0357	HP1532	03	MPTO	19:22:00	2018-01-03 19:22:00
2018-01-03	18:27:28	CM0803	HP1833	03	MPTO	19:12:00	2018-01-03 19:12:00
2018-01-03	18:29:28	CM0292	HP1847	03	MPTO	19:13:00	2018-01-03 19:13:00
2018-01-03	18:33:03	CM0407	HP1561	03	MPTO	19:04:00	2018-01-03 19:04:00
2018-01-03	18:34:25	CM0109	HP1831	03	MPTO	19:18:00	2018-01-03 19:18:00
2018-01-03	18:34:35	CM0203	HP1727	03	MPTO	19:20:00	2018-01-03 19:20:00
2018-01-03	18:42:14	CM0222	HP1840	03	MPTO	19:14:00	2018-01-03 19:14:00
2018-01-03	18:44:20	CM0425	HP1845	03	MPTO	19:28:00	2018-01-03 19:28:00
2018-01-03	18:44:41	CM0687	HP1538	03	MPTO	19:24:00	2018-01-03 19:24:00
2018-01-03	18:54:29	CM0259	HP1728	03	MPTO	19:29:00	2018-01-03 19:29:00
2018-01-03	19:14:11	CM0796	HP1827	03	MPTO	19:52:00	2018-01-03 19:52:00
2018-01-03	19:26:22	CM0423	HP1539	03	MPTO	20:10:00	2018-01-03 20:10:00
2018-01-03	19:30:54	CM0401	HP1557	03	MPTO	20:00:00	2018-01-03 20:00:00
2018-01-03	20:28:21	CM0215	HP1725	03	MPTO	21:13:00	2018-01-03 21:13:00
2018-01-03	20:36:31	CM0105	HP1569	03	MPTO	21:21:00	2018-01-03 21:21:00
2018-01-03	20:38:45	P50629	HK-4599	03	MPTO	21:23:00	2018-01-03 21:23:00
2018-01-03	20:39:36	CM0614	HP1564	03	MPTO	21:24:00	2018-01-03 21:24:00
2018-01-03	20:47:38	CM0107	HP1560	03	MPTO	22:05:00	2018-01-03 22:05:00
2018-01-03	20:50:34	CM0313	HP1722	03	MPTO	21:35:00	2018-01-03 21:35:00
2018-01-03	20:53:24	CM0326	HP1526	03	MPTO	21:38:00	2018-01-03 21:38:00
2018-01-03	20:54:52	CM0250	HP1521	03	MPTO	21:39:00	2018-01-03 21:39:00
2018-01-03	20:55:02	CM0250	HP1521	03	MPTO	21:39:00	2018-01-03 21:39:00
2018-01-03	20:59:56	CM0479	HP1850	03	MPTO	21:44:00	2018-01-03 21:44:00
2018-01-03	21:03:23	CM0151	HP1533	03	MPTO	21:48:00	2018-01-03 21:48:00
2018-01-03	21:03:35	CM0431	HP1838	03	MPTO	21:47:00	2018-01-03 21:47:00
2018-01-03	21:03:39	CM0151	HP1533	03	MPTO	21:48:00	2018-01-03 21:48:00
2018-01-03	21:06:20	CM0247	HP1715	03	MPTO	21:47:00	2018-01-03 21:47:00
2018-01-03	21:07:50	CM0255	HP1723	03	MPTO	21:52:00	2018-01-03 21:52:00
2018-01-03	21:08:02	CM0255	HP1723	03	MPTO	21:52:00	2018-01-03 21:52:00
2018-01-03	21:08:35	CM0255	HP1723	03	MPTO	21:52:00	2018-01-03 21:52:00
2018-01-03	21:08:37	CM0255	HP1723	03	MPTO	21:52:00	2018-01-03 21:52:00
2018-01-03	21:08:49	CM0411	HP1556	03	MPTO	21:39:00	2018-01-03 21:39:00
2018-01-03	21:11:06	CM0674	HP1566	03	MPTO	21:55:00	2018-01-03 21:55:00
2018-01-03	21:13:49	CM0118	HP1730	03	MPTO	21:57:00	2018-01-03 21:57:00
2018-01-03	21:15:15	CM0828	HP1724	03	MPTO	22:00:00	2018-01-03 22:00:00
2018-01-03	21:17:06	CM0272	HP1523	03	MPTO	21:53:00	2018-01-03 21:53:00
2018-01-03	21:21:22	CM0121	HP1853	03	MPTO	22:05:00	2018-01-03 22:05:00
2018-01-03	21:21:35	CM0369	HP1842	03	MPTO	21:56:00	2018-01-03 21:56:00
2018-01-03	21:22:12	CM0416	HP1841	03	MPTO	22:00:00	2018-01-03 22:00:00
2018-01-03	21:23:39	CM0760	HP1374	03	MPTO	22:08:00	2018-01-03 22:08:00
2018-01-03	21:25:36	P50555	HK-4456	03	MPTO	22:10:00	2018-01-03 22:10:00
2018-01-03	21:28:55	CM0145	HP1531	03	MPTO	22:10:00	2018-01-03 22:10:00
2018-01-03	21:32:47	CM0417	HP1540	03	MPTO	22:17:00	2018-01-03 22:17:00
2018-01-03	21:37:23	CM0236	HP1711	03	MPTO	22:22:00	2018-01-03 22:22:00
2018-01-03	21:37:31	CM0236	HP1711	03	MPTO	22:22:00	2018-01-03 22:22:00
2018-01-03	21:52:59	CM0394	HP1520	03	MPTO	22:37:00	2018-01-03 22:37:00
2018-01-03	22:13:18	CM0278	HP1849	03	MPTO	22:58:00	2018-01-03 22:58:00
2018-01-03	22:52:34	CM0149	HP1712	03	MPTO	23:37:00	2018-01-03 23:37:00
2018-01-03	22:58:26	CM0225	HP1726	03	MPTO	23:43:00	2018-01-03 23:43:00
2018-01-03	23:26:22	CM0365	HP1567	03	MPTO	00:33:00	2018-01-03 00:33:00
2018-01-03	23:27:43	CM0307	HP1718	03	MPTO	00:11:00	2018-01-03 00:11:00
2018-01-03	23:28:37	CM0359	HP1825	03	MPTO	00:13:00	2018-01-03 00:13:00
2018-01-03	23:34:49	CM0271	HP1717	03	MPTO	00:13:00	2018-01-03 00:13:00
2018-01-03	23:38:17	CM0333	HP1832	03	MPTO	00:33:00	2018-01-03 00:33:00
2018-01-03	23:43:23	CM0351	HP1376	03	MPTO	00:28:00	2018-01-03 00:28:00
2018-01-03	23:44:33	CM0351	HP1376	03	MPTO	00:28:00	2018-01-03 00:28:00
2018-01-03	23:48:16	CM0247	HP1371	03	MPTO	00:33:00	2018-01-03 00:33:00
2018-01-03	23:50:50	CM0676	HP1714	03	MPTO	00:34:00	2018-01-03 00:34:00
2018-01-03	23:59:14	CM0197	HP1530	03	MPTO	00:43:00	2018-01-03 00:43:00
2018-01-03	23:59:44	P50622	HK-4505	03	MPTO	00:50:00	2018-01-03 00:50:00
2018-01-04	 0:01:33	CM0197	HP1530	03	MPTO	00:43:00	2018-01-04 00:43:00
2018-01-04	 0:04:29	CM0197	HP1530	03	MPTO	00:43:00	2018-01-04 00:43:00
2018-01-04	 0:07:02	CM0132	HP1829	03	MPTO	00:52:00	2018-01-04 00:52:00
2018-01-04	 0:07:27	CM0473	HP1830	03	MPTO	00:52:00	2018-01-04 00:52:00
2018-01-04	 0:08:05	CM0143	HP1720	03	MPTO	00:52:00	2018-01-04 00:52:00
2018-01-04	 0:09:24	CM0115	HP1831	03	MPTO	00:49:00	2018-01-04 00:49:00
2018-01-04	 0:10:02	CM0242	HP1821	03	MPTO	00:53:00	2018-01-04 00:53:00
2018-01-04	 0:12:20	CM0135	HP1716	03	MPTO	00:56:00	2018-01-04 00:56:00
2018-01-04	 0:12:43	CM0229	HP1537	03	MPTO	00:57:00	2018-01-04 00:57:00
2018-01-04	 0:18:04	CM0713	HP1375	03	MPTO	01:02:00	2018-01-04 01:02:00
2018-01-04	 0:18:32	CM0713	HP1375	03	MPTO	01:02:00	2018-01-04 01:02:00
2018-01-04	 0:23:25	CM0227	HP1822	03	MPTO	01:08:00	2018-01-04 01:08:00
